X,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
4126,Clifton Hill,42 Grant St,3,h,1500000,S,Nelson,8/4/2017,3.4,3068,3,1,1,230,127,1900,Yarra,-37.788,144.9967,Northern Metropolitan,2954
4127,Clifton Hill,15/14 The Esplanade,2,u,641000,S,Jellis,8/4/2017,3.4,3068,2,1,1,72,90,1980,Yarra,-37.7881,145.0058,Northern Metropolitan,2954
4128,Clifton Hill,15 Dally St,2,h,1250000,S,Jellis,13/05/2017,3.4,3068,2,1,0,158,95,1890,Yarra,-37.7925,144.9995,Northern Metropolitan,2954
4129,Clifton Hill,487 Hoddle St,3,h,1652500,S,Nelson,13/05/2017,3.4,3068,3,1,0,276,170,1904,Yarra,-37.7933,144.9938,Northern Metropolitan,2954
4130,Clifton Hill,14/14 The Esplanade,1,u,465000,S,Haughton,13/05/2017,3.4,3068,1,1,1,0,45,1970,Yarra,-37.7881,145.0058,Northern Metropolitan,2954
4131,Coburg,41a Rennie St,2,u,495000,S,Barry,6/5/2017,7.8,3058,2,1,0,388,69,1960,Moreland,-37.7506,144.9694,Northern Metropolitan,11204
4132,Coburg,65 Victoria St,2,h,930000,S,Raine,6/5/2017,7.8,3058,2,1,0,275,106.2,1920,Moreland,-37.7424,144.9576,Northern Metropolitan,11204
4133,Coburg,3/28 Kendall St,2,t,781000,S,hockingstuart,8/4/2017,7.8,3058,2,1,1,0,112.9,2014,Moreland,-37.7422,144.9604,Northern Metropolitan,11204
4134,Coburg,1/21 Queen St,2,h,677776,SP,Jellis,8/4/2017,7.8,3058,2,1,2,0,64,1980,Moreland,-37.7519,144.9496,Northern Metropolitan,11204
4135,Coburg,25 Beaumonde St,4,t,680000,S,Collins,13/05/2017,7.8,3058,4,2,1,3747,143,2006,Moreland,-37.7551,144.9787,Northern Metropolitan,11204
4136,Coburg,22/129 Harding St,3,t,824000,S,Barry,13/05/2017,7.8,3058,3,1,2,120,113.76,1990,Moreland,-37.7462,144.9795,Northern Metropolitan,11204
4137,Coburg,51 Gordon St,4,h,1500000,VB,Nelson,20/05/2017,7.8,3058,4,2,1,453,187,1910,Moreland,-37.7503,144.9481,Northern Metropolitan,11204
4138,Coburg,34 Reynard St,4,h,1005000,S,Nelson,20/05/2017,7.8,3058,4,2,1,172,135,1900,Moreland,-37.7483,144.9634,Northern Metropolitan,11204
4139,Coburg,19 Spring St,4,h,901000,SP,Ray,22/04/2017,7.8,3058,4,2,1,398,123,1950,Moreland,-37.7364,144.9787,Northern Metropolitan,11204
4140,Coburg,14 Alice St,3,h,990000,S,Barry,29/04/2017,7.8,3058,3,1,3,414,153.1,1930,Moreland,-37.7432,144.9573,Northern Metropolitan,11204
4141,Coburg,1 Balloan St,6,h,1455000,S,Brad,29/04/2017,7.8,3058,6,3,4,768,285,1997,Moreland,-37.7397,144.9603,Northern Metropolitan,11204
4142,Coburg,3 Beckwith St,3,h,1250000,S,Nelson,29/04/2017,7.8,3058,3,2,2,500,148,1900,Moreland,-37.7382,144.9653,Northern Metropolitan,11204
4143,Coburg,24 Florence St,5,h,1790000,S,Jellis,29/04/2017,7.8,3058,5,3,2,635,108,1920,Moreland,-37.7516,144.9593,Northern Metropolitan,11204
4144,Coburg,4/34 Gladstone St,2,u,650000,S,Barry,29/04/2017,7.8,3058,2,1,1,136,81,1975,Moreland,-37.7449,144.9754,Northern Metropolitan,11204
4145,Coburg,69 Victoria St,3,t,720000,PI,C21,29/04/2017,7.8,3058,3,2,2,531,112,2016,Moreland,-37.7424,144.9571,Northern Metropolitan,11204
4146,Coburg,69 Victoria St,3,t,720000,PI,Century,29/04/2017,7.8,3058,3,2,2,531,112,2016,Moreland,-37.7424,144.9571,Northern Metropolitan,11204
4147,Collingwood,4/67 Easey St,2,u,535000,S,Nelson,6/5/2017,1.6,3066,2,1,1,0,63,1970,Yarra,-37.7981,144.9883,Northern Metropolitan,4553
4148,Collingwood,1/78 Oxford St,2,t,945000,S,Jellis,8/4/2017,1.6,3066,2,1,1,15900,98,1880,Yarra,-37.8035,144.985,Northern Metropolitan,4553
4149,Collingwood,71 Palmer St,2,h,888000,S,Ray,20/05/2017,1.6,3066,2,1,0,112,100,1900,Yarra,-37.8001,144.9901,Northern Metropolitan,4553
4150,Collingwood,2/18 Islington St,3,u,1.00E+06,SP,Caine,22/04/2017,1.6,3066,3,2,2,0,148,2005,Yarra,-37.8083,144.9908,Northern Metropolitan,4553
4151,Cremorne,27 Balmain St,3,h,1350000,S,Biggin,6/5/2017,2.5,3121,3,1,1,117,147,1900,Yarra,-37.8298,144.9923,Northern Metropolitan,1123
4152,Doncaster,4 Ella Ct,4,h,1300000,PI,Ray,8/4/2017,13.9,3108,4,2,2,872,185,1970,Manningham,-37.7906,145.1138,Eastern Metropolitan,9028
4153,Doncaster,8 Harcourt St,4,h,1400000,PI,Barry,8/4/2017,13.9,3108,4,2,2,664,150,1980,Manningham,-37.7895,145.1116,Eastern Metropolitan,9028
4154,Doncaster,40 Wetherby Rd,4,h,1100000,PI,Barry,13/05/2017,13.9,3108,4,3,2,661,170,1965,Manningham,-37.7905,145.1433,Eastern Metropolitan,9028
4155,Doncaster,9 Arthur St,3,h,1355000,S,Barry,29/04/2017,13.9,3108,3,1,1,814,120,1965,Manningham,-37.7909,145.1309,Eastern Metropolitan,9028
4156,Essendon,3 Crisp St,5,h,1652000,S,Brad,20/05/2017,8,3040,5,2,1,697,196,1920,Moonee Valley,-37.7459,144.9159,Western Metropolitan,9264
4157,Essendon,42 Fitzgerald Rd,3,h,1131000,S,Frank,20/05/2017,8,3040,3,1,1,387,135,1900,Moonee Valley,-37.755,144.9272,Western Metropolitan,9264
4158,Essendon,1/8 Glass St,1,u,310000,SP,Brad,20/05/2017,8,3040,1,1,1,845,45,1977,Moonee Valley,-37.7469,144.9206,Western Metropolitan,9264
4159,Essendon,3/48 Deakin St,3,u,7.00E+05,S,Nelson,22/04/2017,8,3040,3,1,1,227,120,2005,Moonee Valley,-37.7496,144.892,Western Metropolitan,9264
4160,Essendon,1/41 Nimmo St,2,u,610000,PI,Jellis,22/04/2017,8,3040,2,1,1,0,75,2012,Moonee Valley,-37.7504,144.8957,Western Metropolitan,9264
4161,Essendon,2/2 Roberts St,3,h,960000,PI,Barry,22/04/2017,8,3040,3,2,1,411,159,1990,Moonee Valley,-37.7544,144.8986,Western Metropolitan,9264
4162,Essendon,4/11 Stanley St,1,u,426500,S,Brad,29/04/2017,8,3040,1,1,1,62,53,1960,Moonee Valley,-37.7578,144.9134,Western Metropolitan,9264
4163,Fairfield,11/272 Heidelberg Rd,2,u,676000,S,Jellis,6/5/2017,5.8,3078,2,1,1,0,87,2002,Yarra,-37.7847,145.0109,Northern Metropolitan,2970
4164,Fairfield,3 Gillies St,3,h,1500000,PI,Woodards,13/05/2017,5.8,3078,3,1,2,574,150,1925,Darebin,-37.783,145.0165,Northern Metropolitan,2970
4165,Fawkner,3 Brian St,3,h,660000,S,Brad,8/4/2017,12.4,3060,3,1,2,585,88,1960,Moreland,-37.695,144.9676,Northern Metropolitan,5070
4166,Fawkner,29 Jennifer St,3,h,741000,S,Peter,8/4/2017,12.4,3060,3,1,3,578,128,1960,Moreland,-37.6966,144.9695,Northern Metropolitan,5070
4167,Fawkner,42a Murray St,3,u,532000,S,Ray,13/05/2017,12.4,3060,3,2,1,207,205,2007,Moreland,-37.7049,144.9631,Northern Metropolitan,5070
4168,Fawkner,42 Hedley St,3,h,1.00E+06,PI,Ray,20/05/2017,12.4,3060,3,1,2,1069,120,1960,Moreland,-37.6931,144.9596,Northern Metropolitan,5070
4169,Fawkner,2/99 Major Rd,2,u,328000,SP,Love,29/04/2017,12.4,3060,2,1,1,0,67,1970,Moreland,-37.7071,144.9644,Northern Metropolitan,5070
4170,Fawkner,41 McBryde St,3,t,543500,S,Stockdale,29/04/2017,12.4,3060,3,3,3,247,103,2011,Moreland,-37.7133,144.975,Northern Metropolitan,5070
4171,Fitzroy North,7/110 Miller St,1,u,330000,S,Nelson,6/5/2017,3.5,3068,1,1,1,0,32,1970,Yarra,-37.777,144.9836,Northern Metropolitan,6244
4172,Fitzroy North,167 Alexandra Pde,2,h,846000,S,Harrington,8/4/2017,3.5,3068,2,1,0,160,119,1880,Yarra,-37.7933,144.9824,Northern Metropolitan,6244
4173,Fitzroy North,236 Barkly St,2,h,1055000,S,Chambers,29/04/2017,3.5,3068,2,1,0,192,85.2,1910,Yarra,-37.7793,144.9879,Northern Metropolitan,6244
4174,Flemington,10 Dartford St,3,h,1250000,S,McDonald,6/5/2017,4.4,3031,3,2,2,226,140,2002,Moonee Valley,-37.7824,144.9243,Northern Metropolitan,3593
4175,Flemington,84 Canterbury St,2,h,953000,S,Biggin,8/4/2017,4.4,3031,2,1,0,274,103,1930,Moonee Valley,-37.7813,144.9238,Northern Metropolitan,3593
4176,Flemington,11/300 Racecourse Rd,2,u,603000,S,Nelson,8/4/2017,4.4,3031,2,1,1,0,96,1890,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593
4177,Flemington,143 Victoria St,3,h,940000,S,hockingstuart,8/4/2017,4.4,3031,3,1,1,320,110,1940,Moonee Valley,-37.7844,144.9359,Northern Metropolitan,3593
4178,Flemington,20 Bryant St,5,h,1550000,PI,Nelson,13/05/2017,4.4,3031,5,1,1,432,200,1915,Moonee Valley,-37.7859,144.9323,Northern Metropolitan,3593
4179,Flemington,8/64 Dover St,2,u,5.00E+05,S,Nelson,13/05/2017,4.4,3031,2,1,1,0,72.9,1970,Moonee Valley,-37.7829,144.9247,Northern Metropolitan,3593
4180,Flemington,16/60 Farnham St,2,u,450000,S,Nelson,13/05/2017,4.4,3031,2,1,1,0,62,1970,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593
4181,Flemington,1/44 Ascot Vale Rd,2,u,390000,VB,Nelson,22/04/2017,4.4,3031,2,1,1,472,55,1960,Moonee Valley,-37.7851,144.922,Northern Metropolitan,3593
4182,Flemington,8A John St,3,h,1085000,SP,Nelson,22/04/2017,4.4,3031,3,1,1,180,132,1991,Moonee Valley,-37.7839,144.9273,Northern Metropolitan,3593
4183,Flemington,121 Princes St,2,h,1060000,S,Nelson,29/04/2017,4.4,3031,2,1,0,209,75,1890,Moonee Valley,-37.7846,144.9347,Northern Metropolitan,3593
4184,Flemington,54 Princes St,3,h,917000,S,Jellis,29/04/2017,4.4,3031,3,1,0,143,136,1890,Moonee Valley,-37.7868,144.9336,Northern Metropolitan,3593
4185,Footscray,75 MacPherson St,2,h,885000,S,Jas,8/4/2017,6.4,3011,2,1,0,267,99.5,1890,Maribyrnong,-37.7961,144.89,Western Metropolitan,7570
4186,Footscray,17/6 Rosamond Rd,2,t,485000,SP,Biggin,8/4/2017,6.4,3011,2,2,1,0,70,2011,Maribyrnong,-37.7883,144.884,Western Metropolitan,7570
4187,Footscray,2/119 Summerhill Rd,3,t,760000,VB,Jas,8/4/2017,6.4,3011,3,1,1,219,3,2011,Maribyrnong,-37.796,144.8819,Western Metropolitan,7570
4188,Footscray,47 Shepherd St,3,h,871000,S,Greg,13/05/2017,6.4,3011,3,1,1,267,101,1900,Maribyrnong,-37.7951,144.8901,Western Metropolitan,7570
4189,Footscray,27 MacPherson St,2,h,882000,SP,Village,29/04/2017,6.4,3011,2,1,0,172,80,1900,Maribyrnong,-37.7936,144.8905,Western Metropolitan,7570
4190,Footscray,39 Moore St,3,h,895000,PI,Burnham,29/04/2017,6.4,3011,3,1,2,272,106,1920,Maribyrnong,-37.7977,144.904,Western Metropolitan,7570
4191,Glen Huntly,8/131 Grange Rd,1,u,260000,SP,Woodards,13/05/2017,10.4,3163,1,1,1,1162,44,1965,Glen Eira,-37.8911,145.0451,Southern Metropolitan,2403
4192,Glen Iris,20 Wills St,3,h,1452000,SP,Jellis,6/5/2017,9.2,3146,3,2,2,269,184,1997,Stonnington,-37.854,145.0542,Southern Metropolitan,10412
4193,Glen Iris,10 Morell St,3,h,1800000,SP,Jellis,8/4/2017,9.2,3146,3,1,3,732,138,1950,Boroondara,-37.8562,145.0864,Southern Metropolitan,10412
4194,Glen Iris,2/15 Scott Gr,3,t,1253000,S,Abercromby's,8/4/2017,9.2,3146,3,2,2,0,131,1995,Stonnington,-37.8574,145.0494,Southern Metropolitan,10412
4195,Glen Iris,4 Rowen St,4,h,1760000,PI,Jellis,13/05/2017,9.2,3146,4,3,3,622,160,1940,Boroondara,-37.858,145.0859,Southern Metropolitan,10412
4196,Glen Iris,184 Finch St,3,h,3310000,S,Marshall,20/05/2017,9.2,3146,3,3,2,662,265,1988,Stonnington,-37.8605,145.0455,Southern Metropolitan,10412
4197,Glen Iris,28 Martin Rd,3,h,1601000,S,Marshall,20/05/2017,9.2,3146,3,1,2,453,102,1930,Boroondara,-37.8487,145.0592,Southern Metropolitan,10412
4198,Glen Iris,2/8 Lithgow St,2,u,910000,S,Fletchers,29/04/2017,9.2,3146,2,1,1,157,97,1970,Boroondara,-37.8499,145.0814,Southern Metropolitan,10412
4199,Glenroy,1 Meadowbank St,3,h,780000,PI,Brad,6/5/2017,13,3046,3,1,2,742,101,1970,Moreland,-37.702,144.9538,Northern Metropolitan,8870
4200,Glenroy,6/5 Murrell St,2,t,420000,VB,Brad,6/5/2017,13,3046,2,2,1,1137,82,2009,Moreland,-37.7045,144.9204,Northern Metropolitan,8870
4201,Glenroy,19 Wheatsheaf Rd,3,h,895000,S,Barry,6/5/2017,13,3046,3,1,2,697,148,1955,Moreland,-37.7097,144.9256,Northern Metropolitan,8870
4202,Glenroy,67 Morley St,3,h,885000,PI,Barry,8/4/2017,13,3046,3,1,2,751,145,1972,Moreland,-37.6962,144.9376,Northern Metropolitan,8870
4203,Glenroy,17 Bindi St,3,h,597500,S,YPA,13/05/2017,13,3046,3,1,2,663,84,1950,Moreland,-37.6962,144.9349,Northern Metropolitan,8870
4204,Glenroy,91 Gowrie St,3,h,822000,S,Barry,13/05/2017,13,3046,3,1,2,738,107.4,1960,Moreland,-37.6972,144.941,Northern Metropolitan,8870
4205,Glenroy,1/217 West St,5,t,645000,S,Barry,20/05/2017,13,3046,5,1,1,227,152,2013,Moreland,-37.6979,144.941,Northern Metropolitan,8870
4206,Glenroy,1/26 York St,3,t,595000,SP,Nelson,20/05/2017,13,3046,3,1,2,258,142.6,2001,Moreland,-37.7047,144.9087,Northern Metropolitan,8870
4207,Glenroy,2 Ila St,4,h,1050000,VB,Nelson,22/04/2017,13,3046,4,3,2,715,271,1970,Moreland,-37.709,144.9373,Northern Metropolitan,8870
4208,Glenroy,59 Pecham St,3,h,705000,S,Barry,22/04/2017,13,3046,3,1,2,694,110,1960,Moreland,-37.6974,144.9112,Northern Metropolitan,8870
4209,Glenroy,3/15 Harold St,3,u,590000,S,YPA,29/04/2017,13,3046,3,2,2,0,118,2009,Moreland,-37.7074,144.9266,Northern Metropolitan,8870
4210,Glenroy,1/14 Newton St,3,t,680000,SP,Stockdale,29/04/2017,13,3046,3,2,2,243,133,2014,Moreland,-37.7116,144.9357,Northern Metropolitan,8870
4211,Glenroy,11 Salisbury St,3,h,935000,S,Stockdale,29/04/2017,13,3046,3,1,2,666,176,1960,Moreland,-37.7015,144.9191,Northern Metropolitan,8870
4212,Hadfield,72 Sutherland St,3,h,740000,SP,Stockdale,20/05/2017,12.1,3046,3,1,4,605,145,1960,Moreland,-37.706,144.9467,Northern Metropolitan,2606
4213,Hampton,4/8 Willis St,2,t,837000,SP,Buxton,13/05/2017,13.7,3188,2,2,1,516,92,2007,Bayside,-37.9365,145.0008,Southern Metropolitan,5454
4214,Hampton,125 Linacre Rd,4,h,2500000,PI,RT,20/05/2017,13.7,3188,4,3,2,684,317,2008,Bayside,-37.9436,145.0169,Southern Metropolitan,5454
4215,Hampton,1/12 Grenville St,2,u,860000,S,Buxton,29/04/2017,13.7,3188,2,1,1,90,90,1962,Bayside,-37.9354,144.9994,Southern Metropolitan,5454
4216,Hawthorn,7 Colvin Gr,3,h,1700000,VB,Kay,6/5/2017,4.6,3122,3,1,2,338,132,1910,Boroondara,-37.8139,145.0243,Southern Metropolitan,11308
4217,Hawthorn,1/54 Liddiard St,1,u,440000,S,Jellis,6/5/2017,4.6,3122,1,1,1,0,51,1960,Boroondara,-37.8194,145.0397,Southern Metropolitan,11308
4218,Hawthorn,3/3 Glenroy Rd,1,u,535000,S,hockingstuart,8/4/2017,4.6,3122,1,1,1,918,50,2006,Boroondara,-37.8294,145.033,Southern Metropolitan,11308
4219,Hawthorn,15/9 Lisson Gr,2,u,635000,S,Jellis,8/4/2017,4.6,3122,2,1,1,2679,78,1960,Boroondara,-37.8261,145.0269,Southern Metropolitan,11308
4220,Hawthorn,5/81 morang Rd,1,u,317500,S,Noel,8/4/2017,4.6,3122,1,1,0,0,55,1957,Boroondara,-37.826,145.0239,Southern Metropolitan,11308
4221,Hawthorn,28/168 Power St,1,u,360000,PI,Woodards,8/4/2017,4.6,3122,1,1,1,6494,77.5,1965,Boroondara,-37.8254,145.0255,Southern Metropolitan,11308
4222,Hawthorn,31 Smart St,2,h,1800000,S,Jellis,13/05/2017,4.6,3122,2,1,0,221,106,1900,Boroondara,-37.8163,145.0251,Southern Metropolitan,11308
4223,Hawthorn,12/5 Summerlea Gr,1,u,275000,SP,hockingstuart,13/05/2017,4.6,3122,1,1,0,479,30,1970,Boroondara,-37.8292,145.0322,Southern Metropolitan,11308
4224,Hawthorn,95 Church St,3,h,1525000,VB,Jellis,20/05/2017,4.6,3122,3,1,0,269,134,1905,Boroondara,-37.8162,145.0206,Southern Metropolitan,11308
4225,Hawthorn,10/352 Auburn Rd,2,u,560000,SP,R&H,22/04/2017,4.6,3122,2,1,0,0,82.3,1960,Boroondara,-37.832,145.0431,Southern Metropolitan,11308
4226,Hawthorn East,4/26 Redfern Rd,3,t,1264000,S,hockingstuart,8/4/2017,7.5,3123,3,2,2,0,187,2010,Boroondara,-37.8302,145.0527,Southern Metropolitan,6482
4227,Hawthorn East,41 Leura Gr,4,h,3600000,VB,Jellis,13/05/2017,7.5,3123,4,3,2,667,310,1988,Boroondara,-37.8374,145.0511,Southern Metropolitan,6482
4228,Hawthorn East,1/27 Auburn Gr,3,h,1405000,S,Kay,20/05/2017,7.5,3123,3,2,2,185,185,1985,Boroondara,-37.8255,145.0481,Southern Metropolitan,6482
4229,Hawthorn East,1/21 Auburn Gr,2,u,555000,S,Marshall,29/04/2017,7.5,3123,2,1,2,0,64,1970,Boroondara,-37.8254,145.0474,Southern Metropolitan,6482
4230,Heidelberg,29 Martin St,3,h,1271000,S,Fletchers,22/04/2017,10.6,3084,3,2,2,330,171,2008,Banyule,-37.7524,145.06,Eastern Metropolitan,2890
4231,Heidelberg Heights,14 Shelley St,2,h,665000,S,Jellis,6/5/2017,10.5,3081,2,1,1,263,84,1992,Banyule,-37.7428,145.0511,Eastern Metropolitan,2947
4232,Heidelberg Heights,2/76 Porter Rd,3,t,575000,S,Noel,8/4/2017,10.5,3081,3,1,2,192,91,1995,Banyule,-37.7388,145.0581,Eastern Metropolitan,2947
4233,Heidelberg Heights,1 Shelley St,4,h,706000,SP,Nelson,8/4/2017,10.5,3081,4,1,2,374,113,1940,Banyule,-37.7437,145.0506,Eastern Metropolitan,2947
4234,Heidelberg Heights,79 Outhwaite Rd,3,h,657000,S,Jellis,22/04/2017,10.5,3081,3,1,1,317,95,1950,Banyule,-37.7397,145.0513,Eastern Metropolitan,2947
4235,Heidelberg Heights,2/388 Waterdale Rd,3,u,630000,SP,Miles,29/04/2017,10.5,3081,3,2,1,0,123,2015,Banyule,-37.7502,145.0465,Eastern Metropolitan,2947
4236,Heidelberg West,316 Liberty Pde,2,h,650000,S,Haughton,8/4/2017,9.4,3081,2,1,2,465,81,1960,Banyule,-37.7369,145.0371,Eastern Metropolitan,2674
4237,Heidelberg West,25 Mulberry Pde,3,h,855000,S,Barry,8/4/2017,9.4,3081,3,1,2,658,99,1960,Banyule,-37.7445,145.0386,Eastern Metropolitan,2674
4238,Heidelberg West,6 Normanby Ct,2,h,613000,S,Barry,13/05/2017,9.4,3081,2,1,0,391,74,1960,Banyule,-37.7349,145.0398,Eastern Metropolitan,2674
4239,Heidelberg West,373 Liberty Pde,3,h,640000,S,hockingstuart,20/05/2017,9.4,3081,3,1,2,476,200,1956,Banyule,-37.7339,145.0405,Eastern Metropolitan,2674
4240,Hughesdale,1/547 Neerim Rd,4,t,1340000,S,Mandy,13/05/2017,13,3166,4,4,2,370,255.79,2006,Monash,-37.8919,145.0781,Southern Metropolitan,3145
4241,Ivanhoe,47 Waterdale Rd,4,h,1410000,S,Barry,6/5/2017,7.9,3079,4,2,1,449,252,1945,Banyule,-37.777,145.0414,Eastern Metropolitan,5549
4242,Ivanhoe,55 Livingstone St,4,h,1650000,PI,Miles,8/4/2017,7.9,3079,4,2,1,589,185,1910,Banyule,-37.7671,145.037,Eastern Metropolitan,5549
4243,Ivanhoe,3 Sylvan Ct,3,h,1851000,S,Jellis,13/05/2017,7.9,3079,3,2,2,618,215,1960,Banyule,-37.7817,145.0391,Eastern Metropolitan,5549
4244,Ivanhoe East,325 The Boulevard,5,h,2325000,PI,Jellis,13/05/2017,9,3079,5,3,2,737,325,2008,Banyule,-37.7794,145.0647,Eastern Metropolitan,1554
4245,Ivanhoe East,475 The Boulevard,3,h,2400000,VB,Miles,13/05/2017,9,3079,3,2,2,1132,240,1950,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554
4246,Kealba,7 Donnelly Ct,4,h,646000,S,Ray,29/04/2017,15,3021,4,2,2,658,198,1980,Brimbank,-37.7358,144.8217,Western Metropolitan,1202
4247,Keilor East,63 Park Dr,3,h,843000,S,Nelson,8/4/2017,12.8,3033,3,2,4,573,176,1980,Moonee Valley,-37.7473,144.8555,Western Metropolitan,5629
4248,Keilor East,188 Rachelle Rd,3,h,835000,S,Brad,8/4/2017,12.8,3033,3,2,2,700,126,1980,Moonee Valley,-37.7322,144.8722,Western Metropolitan,5629
4249,Keilor East,87A Wyong St,3,h,635000,S,Nelson,8/4/2017,12.8,3033,3,2,1,162,115,2015,Moonee Valley,-37.7308,144.8664,Western Metropolitan,5629
4250,Keilor East,12 Cecelia Dr,3,h,745000,S,Nelson,13/05/2017,12.8,3033,3,1,1,535,134,1980,Moonee Valley,-37.7475,144.852,Western Metropolitan,5629
4251,Keilor East,3 Pennington St,3,h,941000,S,Harcourts,13/05/2017,12.8,3033,3,1,1,703,111,1965,Moonee Valley,-37.746,144.8651,Western Metropolitan,5629
4252,Kew,23 Uvadale Gr,5,h,3800000,VB,Jellis,6/5/2017,5.6,3101,5,5,3,609,424,1970,Boroondara,-37.8064,145.0451,Southern Metropolitan,10331
4253,Kew,6/87 Earl St,3,t,752000,S,hockingstuart,8/4/2017,5.6,3101,3,2,2,0,102,1980,Boroondara,-37.794,145.033,Southern Metropolitan,10331
4254,Kew,62 Wiltshire Dr,3,t,690000,S,McGrath,8/4/2017,5.6,3101,3,1,2,111,3,1872,Boroondara,-37.7941,145.0238,Southern Metropolitan,10331
4255,Kew,48 Malin St,4,h,2600000,S,Marshall,13/05/2017,5.6,3101,4,2,0,320,186.36,1920,Boroondara,-37.8127,145.0451,Southern Metropolitan,10331
4256,Kew,8 Mawson St,5,h,4515000,S,Marshall,13/05/2017,5.6,3101,5,4,2,800,490,2012,Boroondara,-37.8147,145.0571,Southern Metropolitan,10331
4257,Kew,2/64 Normanby Rd,2,u,820000,PI,Noel,13/05/2017,5.6,3101,2,1,1,826,95,1960,Boroondara,-37.805,145.0546,Southern Metropolitan,10331
4258,Kew,3/89 Earl St,3,t,835000,S,Hall,20/05/2017,5.6,3101,3,2,2,247,147.2,2007,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331
4259,Kew East,2/14 Westbrook St,2,u,590000,VB,Jellis,20/05/2017,7.5,3102,2,1,1,838,70,1970,Boroondara,-37.7974,145.0526,Southern Metropolitan,2671
4260,Kew East,136 Kilby Rd,3,h,1402000,S,Nelson,22/04/2017,7.5,3102,3,2,2,422,120,1950,Boroondara,-37.7927,145.056,Southern Metropolitan,2671
4261,Kingsville,87 Chirnside St,3,h,1190000,SP,Village,13/05/2017,7.8,3012,3,1,1,276,105,1925,Maribyrnong,-37.8082,144.8828,Western Metropolitan,1808
4262,Kingsville,100 Coronation St,4,h,1205000,S,hockingstuart,20/05/2017,7.8,3012,4,1,1,318,145,1960,Maribyrnong,-37.8105,144.8803,Western Metropolitan,1808
4263,Kingsville,363 Geelong Rd,3,h,860000,SP,Village,29/04/2017,7.8,3012,3,1,3,555,168,1940,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808
4264,Maidstone,18 Pullar St,2,h,472500,S,Burnham,20/05/2017,9.2,3012,2,1,0,315,89,1990,Maribyrnong,-37.7835,144.8723,Western Metropolitan,3873
4265,Maidstone,1/1 Clarendon St,3,t,675000,S,Biggin,22/04/2017,9.2,3012,3,2,2,159,128,2016,Maribyrnong,-37.785,144.8673,Western Metropolitan,3873
4266,Maidstone,15/15 Eucalyptus Dr,2,u,405000,SP,Pagan,22/04/2017,9.2,3012,2,2,1,2787,75,2013,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873
4267,Maidstone,12 Winston St,3,h,930000,SP,Biggin,29/04/2017,9.2,3012,3,1,2,660,88,1955,Maribyrnong,-37.7851,144.8654,Western Metropolitan,3873
4268,Malvern,5/11 Johnstone St,1,u,365000,SP,hockingstuart,6/5/2017,7.4,3144,1,1,1,0,46,1960,Stonnington,-37.8691,145.0345,Southern Metropolitan,4675
4269,Malvern,18 Chandlers Rd,3,h,2250000,S,Marshall,13/05/2017,7.4,3144,3,2,2,192,191,2010,Stonnington,-37.8654,145.0297,Southern Metropolitan,4675
4270,Malvern East,32 Chadstone Rd,3,h,2250000,S,Fletchers,6/5/2017,11.2,3145,3,1,2,840,170,1950,Stonnington,-37.883,145.0791,Southern Metropolitan,8801
4271,Malvern East,24 Kerferd St,4,h,3200000,S,Marshall,8/4/2017,11.2,3145,4,2,2,709,214,1910,Stonnington,-37.8693,145.0423,Southern Metropolitan,8801
4272,Malvern East,16 Tooronga Rd,3,h,2020000,S,Marshall,13/05/2017,11.2,3145,3,2,2,711,196,1915,Stonnington,-37.8723,145.0387,Southern Metropolitan,8801
4273,Malvern East,1/29 Grant St,2,u,1211000,S,Ray,20/05/2017,11.2,3145,2,1,1,259,99,1970,Stonnington,-37.8718,145.0526,Southern Metropolitan,8801
4274,Malvern East,22 Quentin Rd,4,h,1380000,S,hockingstuart,20/05/2017,11.2,3145,4,2,2,230,178,2007,Stonnington,-37.8806,145.0831,Southern Metropolitan,8801
4275,Malvern East,2 Rotherwood Dr,4,h,1715157,S,Jellis,20/05/2017,11.2,3145,4,3,2,380,160,2008,Stonnington,-37.8792,145.0869,Southern Metropolitan,8801
4276,Malvern East,414 Waverley Rd,3,h,1220000,S,Jellis,29/04/2017,11.2,3145,3,1,2,446,134,1980,Stonnington,-37.8784,145.0654,Southern Metropolitan,8801
4277,Maribyrnong,6 High Ct,5,h,1620000,S,Biggin,29/04/2017,8.7,3032,5,3,2,601,274,2001,Maribyrnong,-37.7637,144.8843,Western Metropolitan,4918
4278,Maribyrnong,1A Riverview Ct,4,h,1190000,S,Rendina,29/04/2017,8.7,3032,4,3,2,224,205,2015,Maribyrnong,-37.7641,144.8885,Western Metropolitan,4918
4279,Melbourne,601/616 Little Collins St,4,u,1850000,VB,hockingstuart,8/4/2017,2.8,3000,4,2,1,0,213,1938,Melbourne,-37.8177,144.9544,Northern Metropolitan,17496
